gene h2 se p
ACSS2 0.012550 0.013925 0.1344
ANAPC11 0.012549 0.015770 0.1921
TMED8 0.012543 0.017298 0.2083
TMEM62 0.012538 0.012939 0.08323
CSNK1A1 0.012509 0.015755 0.1667
NIP7 0.012506 0.012357 0.08848
ZFR 0.012505 0.018069 0.2243
CRNKL1 0.012501 0.018245 0.2576
FBLN7 0.012492 0.014555 0.1732
UBE2D3 0.012489 0.013010 0.08438
PPP2R2A 0.012468 0.016159 0.1908
C9orf9 0.012446 0.018236 0.2348
ATG16L2 0.012446 0.014237 0.1432
CDC73 0.012429 0.015454 0.2035
NDUFA5 0.012424 0.012487 0.09024
SLC2A6 0.012418 0.017072 0.1898
TSPAN6 0.012412 0.014904 0.1695
CSNK1G3 0.012412 0.014904 0.1695
PDGFA 0.012393 0.013796 0.1348
CKLF 0.012356 0.011805 0.06104
ARFGAP1 0.012349 0.019059 0.2573
CD19 0.012341 0.013085 0.0997
EIF4EBP2 0.012333 0.017391 0.1937
KLF10 0.012328 0.015800 0.1898
RPL7 0.012317 0.014970 0.1574
ACO2 0.012311 0.012236 0.07524
ANKRD31 0.012308 0.013263 0.09029
CARM1 0.012294 0.016067 0.199
C6orf170 0.012275 0.012804 0.1009
CYFIP2 0.012274 0.012726 0.09385
CYP27B1 0.012268 0.012784 0.07995
RIPK3 0.012266 0.016574 0.2043
RPL23A 0.012264 0.012322 0.06529
KIAA0100 0.012257 0.010748 0.02793
MAFB 0.012247 0.014003 0.1398
KIAA0020 0.012245 0.017207 0.1918
SYT15 0.012238 0.012510 0.1062
ACADS 0.012235 0.013258 0.1229
AHCYL1 0.012228 0.016673 0.214
NAA20 0.012227 0.016530 0.2115
BNIP3L 0.012225 0.016234 0.1852
CYC1 0.012216 0.013294 0.1249
RNF34 0.012211 0.016107 0.2651
TNFRSF8 0.012197 0.013656 0.1061
SOCS3 0.012195 0.020319 0.256
TSPYL1 0.012184 0.013103 0.1255
MRPL44 0.012183 0.013916 0.1341
ATP6V1B2 0.012168 0.017068 0.2124
ORC4 0.012166 0.012554 0.07402
EIF2B5 0.012162 0.016045 0.1966
PPP1R12A 0.012158 0.013861 0.1507
RB1CC1 0.012151 0.015263 0.1993
SPSB3 0.012142 0.013147 0.0966
C1orf189 0.012140 0.014491 0.1617
PCF11 0.012138 0.014239 0.1575
MAML1 0.012135 0.015232 0.1534
WNK4 0.012129 0.012013 0.06556
PPEF1 0.012127 0.012692 0.1017
MYO1A 0.012127 0.012692 0.1017
ZWILCH 0.012125 0.015174 0.1743
DDB2 0.012124 0.011726 0.03692
DBP 0.012121 0.015688 0.1773
ZMYM2 0.012115 0.015599 0.2067
RANGAP1 0.012083 0.012457 0.07385
RPL39 0.012071 0.015918 0.1792
CSNK2A2 0.012071 0.015918 0.1792
SPARC 0.012070 0.014995 0.1768
KLHL11 0.012062 0.012273 0.08602
PLAC8L1 0.012060 0.014098 0.16
C9orf117 0.012057 0.011554 0.05353
PCBP1 0.012055 0.015640 0.2044
ZNF323 0.012052 0.010700 0.01503
C2orf81 0.012017 0.014865 0.163
AKAP8L 0.012009 0.017024 0.2248
ARHGAP29 0.011983 0.015957 0.2178
PODXL 0.011980 0.017455 0.2175
ZNF599 0.011979 0.017596 0.231
TRIM28 0.011964 0.012120 0.0932
MTCH2 0.011963 0.010948 0.0233
ZNF280D 0.011950 0.014680 0.1608
FABP5 0.011940 0.013686 0.1435
TRA2B 0.011927 0.015690 0.1949
SUB1 0.011921 0.018968 0.2622
SRSF12 0.011919 0.015031 0.1731
GTF3C3 0.011914 0.014321 0.1994
FAM171A2 0.011910 0.012483 0.08187
ST8SIA1 0.011908 0.016123 0.2248
CALCOCO1 0.011903 0.014367 0.1464
CTSA 0.011898 0.014273 0.1458
RPE 0.011890 0.012387 0.1066
AUH 0.011885 0.015276 0.1912
LSM1 0.011882 0.014749 0.1664
HOMER3 0.011872 0.014374 0.1674
SNX24 0.011821 0.013840 0.1572
TMEM123 0.011818 0.015016 0.1891
RPS27A 0.011813 0.013847 0.1421
PCNXL3 0.011802 0.012319 0.09729
DDX60 0.011791 0.016677 0.2368
SPC24 0.011776 0.015544 0.2167
ANAPC7 0.011776 0.012778 0.1182
INTS2 0.011766 0.014113 0.1669
SAFB 0.011762 0.018436 0.2508
KAT2A 0.011756 0.012346 0.09653
SOCS1 0.011754 0.016621 0.2179
ZNF675 0.011752 0.012644 0.1113
ZSWIM6 0.011747 0.013665 0.1528
ZNF628 0.011747 0.019117 0.2444
C5AR1 0.011744 0.014614 0.153
TBC1D10B 0.011732 0.010784 0.02815
CSNK2A1 0.011712 0.020189 0.2791
WDR34 0.011709 0.015058 0.1857
TOPORS 0.011709 0.013277 0.1227
FAF2 0.011703 0.015705 0.2036
DNM2 0.011690 0.015940 0.2139
SLC35B4 0.011657 0.014044 0.1803
DDTL 0.011640 0.015983 0.2225
NFX1 0.011637 0.014203 0.1724
MYBL1 0.011637 0.011488 0.06598
E2F5 0.011632 0.011967 0.06123
NID2 0.011627 0.016283 0.208
EGR2 0.011623 0.013675 0.1438
ZFAND1 0.011615 0.015014 0.2099
RAB32 0.011580 0.013900 0.181
B9D1 0.011571 0.010897 0.04428
RSRC2 0.011569 0.011517 0.08262
ZFP91 0.011554 0.011588 0.08156
BAI2 0.011550 0.013825 0.1509
ZBTB6 0.011548 0.014035 0.1512
HIST1H2BO 0.011536 0.011364 0.03395
INTS9 0.011532 0.015002 0.1696
FGD5 0.011510 0.016240 0.2176
PBK 0.011493 0.016585 0.2382
LRCH3 0.011490 0.012429 0.113
STAG2 0.011487 0.018985 0.287
C6orf130 0.011487 0.018985 0.287
FKBP10 0.011484 0.012289 0.1095
C1orf51 0.011484 0.010990 0.04392
KDM6A 0.011457 0.013957 0.1471
IRAK2 0.011457 0.018321 0.2499
CACNB1 0.011457 0.013957 0.1471
FERMT3 0.011454 0.013356 0.1631
EPB41 0.011448 0.013634 0.134
CCDC11 0.011442 0.015160 0.2002
XPA 0.011438 0.014794 0.1924
LIMK2 0.011421 0.013034 0.1421
FAM165B 0.011420 0.016148 0.2081
RAB8B 0.011401 0.014271 0.1639
UBE2W 0.011400 0.017180 0.2688
UBA5 0.011399 0.012717 0.1144
SUMO1 0.011382 0.012791 0.1266
CDK1 0.011353 0.014293 0.1841
C20orf202 0.011335 0.019310 0.2485
GLIS2 0.011324 0.014161 0.158
ARFGAP2 0.011323 0.011378 0.044
TMEM117 0.011322 0.011864 0.08691
SERPINE1 0.011322 0.014986 0.2185
PRPS2 0.011322 0.011864 0.08691
YIPF6 0.011306 0.018364 0.2574
ASAP2 0.011306 0.018364 0.2574
FZD9 0.011303 0.011916 0.08695
SRSF11 0.011293 0.013090 0.1331
MRPS25 0.011291 0.016999 0.2512
NPR2 0.011288 0.013544 0.1599
VPS37C 0.011284 0.014465 0.1794
MZT2B 0.011282 0.012098 0.1177
ZDHHC23 0.011279 0.015583 0.2264
ZC3H14 0.011275 0.013529 0.1344
ZRANB1 0.011273 0.014917 0.1769
CDKN3 0.011273 0.013512 0.1207
PROM1 0.011271 0.016044 0.2133
CPOX 0.011266 0.012180 0.1011
CD248 0.011266 0.013152 0.166
MEX3A 0.011260 0.015228 0.2466
BUB1B 0.011247 0.013692 0.1544
EIF5B 0.011237 0.012589 0.1344
RAE1 0.011219 0.019501 0.2588
RGL4 0.011207 0.013778 0.1686
ZNF41 0.011201 0.015213 0.2065
NUP37 0.011201 0.015213 0.2065
VTI1B 0.011193 0.014990 0.2238
RAP1GAP2 0.011184 0.019287 0.278
LIG4 0.011177 0.019945 0.2777
C20orf43 0.011170 0.017739 0.2351
P2RY11 0.011161 0.013745 0.1669
TTC17 0.011157 0.015053 0.193
TMEM38B 0.011155 0.015919 0.2147
SPC25 0.011153 0.014912 0.1984
AKAP11 0.011145 0.014280 0.171
RALA 0.011138 0.012969 0.1492
RPS3A 0.011121 0.011384 0.07694
STK16 0.011100 0.013491 0.1525
SOX4 0.011086 0.015406 0.1984
DDX1 0.011069 0.016813 0.2668
KDELR3 0.011052 0.012055 0.08583
ASTE1 0.011052 0.012937 0.1518
PDCD2 0.011046 0.013907 0.2096
POLB 0.011041 0.012546 0.1328
RNF146 0.011031 0.010591 0.04764
MRPS11 0.011018 0.016270 0.2296
NCOA5 0.011017 0.014373 0.1596
SOX6 0.011013 0.016260 0.2288
GTF2A1 0.010995 0.012396 0.1142
ORMDL2 0.010983 0.013509 0.19
IGF2R 0.010972 0.015279 0.2217
PCNA 0.010955 0.020401 0.2922
SLC4A7 0.010954 0.013684 0.1616
ASNA1 0.010946 0.014734 0.2038
FBXL14 0.010941 0.016262 0.2198
SHPRH 0.010937 0.013770 0.1936
CERCAM 0.010919 0.013989 0.1748
PAX5 0.010911 0.014357 0.17
NUS1 0.010899 0.013390 0.1609
CREBL2 0.010899 0.019965 0.3006
CARD10 0.010887 0.018227 0.2686
CHCHD8 0.010873 0.012443 0.1262
AKAP9 0.010872 0.010245 0.01848
METTL5 0.010866 0.014357 0.1746
CHERP 0.010857 0.016220 0.244
RCL1 0.010855 0.018883 0.2809
GTF2B 0.010836 0.012080 0.1113
ZNF92 0.010832 0.011148 0.1012
GPR56 0.010810 0.016978 0.2351
BAG3 0.010807 0.017563 0.2779
POLR2K 0.010783 0.013914 0.1795
NOTCH2 0.010774 0.013061 0.1622
ZNF295 0.010771 0.020550 0.2902
AURKA 0.010769 0.017955 0.2564
XKR7 0.010760 0.011257 0.07993
KHDRBS1 0.010757 0.011821 0.1001
RPLP0 0.010750 0.013926 0.1771
KDM4C 0.010748 0.015624 0.1988
NIF3L1 0.010747 0.014108 0.2053
FUBP1 0.010733 0.014650 0.2243
EIF4EBP1 0.010729 0.015773 0.2426
MBD4 0.010722 0.011129 0.08289
ADCY10 0.010688 0.016798 0.2394
LAT 0.010686 0.010099 0.02872
PEX16 0.010679 0.013130 0.1465
CCNT2 0.010662 0.011171 0.06413
RP9 0.010656 0.013947 0.1917
MANSC1 0.010656 0.018710 0.2797
ICT1 0.010656 0.016440 0.2496
CYB5RL 0.010652 0.015761 0.2193
C6orf132 0.010645 0.016804 0.2468
BMS1 0.010642 0.012200 0.1326
STAG1 0.010632 0.012014 0.1257
TAF15 0.010618 0.014823 0.2164
PPP3CB 0.010618 0.013477 0.2376
RDH12 0.010613 0.013410 0.1636
SNX8 0.010611 0.016373 0.2292
EEF1B2 0.010610 0.015523 0.2265
CATSPER1 0.010598 0.010983 0.07715
QARS 0.010596 0.011069 0.06873
HCST 0.010586 0.014446 0.1934
MUC12 0.010568 0.011951 0.1033
OAZ3 0.010558 0.011091 0.08235
KDM3B 0.010549 0.010407 0.05649
CLPX 0.010534 0.012488 0.151
ATXN7L3 0.010524 0.011860 0.1239
POP1 0.010519 0.015890 0.2555
RBM38 0.010507 0.019797 0.2841
POLE2 0.010488 0.011648 0.1114
RPL35 0.010471 0.014015 0.2094
PTGES2 0.010471 0.014029 0.2301
SMARCA4 0.010457 0.015444 0.2304
CNNM1 0.010444 0.012720 0.1508
SS18L1 0.010419 0.019725 0.2902
YES1 0.010406 0.014300 0.1744
RFXAP 0.010404 0.015460 0.2326
MED13L 0.010392 0.017393 0.2521
TCEB2 0.010380 0.012995 0.15
FAM86A 0.010370 0.016199 0.2213
UBE2B 0.010337 0.015429 0.2224
ZCCHC8 0.010336 0.011161 0.1119
AOC2 0.010323 0.012665 0.1606
ZNF462 0.010321 0.015017 0.1971
PRPF18 0.010289 0.017263 0.2424
DUSP22 0.010287 0.016759 0.2505
CENPB 0.010280 0.019815 0.3329
SIRPA 0.010272 0.020347 0.3117
RNASEH1 0.010272 0.018464 0.2787
GPAM 0.010264 0.015585 0.223
TLE1 0.010255 0.014901 0.2206
CTSO 0.010255 0.015304 0.2295
SYNJ1 0.010237 0.015926 0.2434
TNFAIP3 0.010235 0.016074 0.2368
C20orf160 0.010235 0.012237 0.139
MLL3 0.010234 0.017588 0.2513
IRF4 0.010217 0.016433 0.2363
MAPK11 0.010205 0.016061 0.252
DGKZ 0.010205 0.011437 0.1056
HSH2D 0.010190 0.015328 0.2535
GFOD2 0.010179 0.010569 0.05955
FAM132A 0.010179 0.013228 0.19
VPRBP 0.010175 0.011420 0.105
KCNIP4 0.010175 0.017559 0.2718
PSMB2 0.010170 0.012416 0.1408
PLAUR 0.010170 0.013758 0.195
KCNE2 0.010158 0.016473 0.2561
PDS5A 0.010153 0.016784 0.2674
CREB3L2 0.010153 0.015717 0.2254
NRP2 0.010135 0.014248 0.193
NDUFB4 0.010133 0.011777 0.1223
FAM90A1 0.010129 0.016678 0.2684
RHOXF1 0.010117 0.011551 0.1071
C17orf63 0.010117 0.011551 0.1071
EGFL7 0.010087 0.015589 0.2253
C15orf53 0.010085 0.017118 0.27
CCDC138 0.010066 0.012382 0.1596
FERMT2 0.010044 0.013139 0.1634
EIF2C3 0.010034 0.011544 0.1182
FAM111A 0.010017 0.013294 0.2171
ZFHX3 0.009989 0.016470 0.2596
HCFC1R1 0.009989 0.014580 0.2216
DCAF8 0.009980 0.016865 0.2748
COX17 0.009963 0.013390 0.1986
ACAP3 0.009953 0.012066 0.1367
GLS 0.009952 0.013040 0.1649
PDGFRB 0.009944 0.014810 0.2036
IZUMO4 0.009939 0.019491 0.3045
GPT 0.009927 0.011232 0.1151
FAHD2A 0.009919 0.009825 0.0209
CUL5 0.009912 0.013252 0.2008
APOL6 0.009896 0.016964 0.274
RBM33 0.009895 0.020938 0.3223
PTPN18 0.009884 0.012457 0.1839
SRP68 0.009879 0.015506 0.2473
SCAF1 0.009878 0.015321 0.2316
GTF3C6 0.009858 0.014535 0.2474
MAPK8IP3 0.009849 0.012845 0.1386
C19orf59 0.009843 0.017468 0.2641
ALG9 0.009841 0.012567 0.1565
MYLIP 0.009815 0.015225 0.2242
SLC25A18 0.009806 0.018211 0.2832
SUV39H1 0.009805 0.013711 0.1831
PPM1B 0.009805 0.013711 0.1831
PDDC1 0.009799 0.016197 0.2784
ZBED5 0.009793 0.016072 0.2342
SH2D2A 0.009785 0.013924 0.2067
ZNF700 0.009784 0.014468 0.2444
OSTC 0.009770 0.013408 0.1958
AAK1 0.009770 0.012464 0.1522
ZNF395 0.009758 0.015230 0.2515
ANKRD12 0.009740 0.019427 0.2937
ZNF770 0.009737 0.013716 0.1843
TMEM138 0.009731 0.013282 0.1853
MIER3 0.009729 0.016668 0.2688
ZBTB24 0.009719 0.014132 0.2295
ZBTB1 0.009714 0.012465 0.1762
TNFSF9 0.009714 0.016674 0.2529
GMPR 0.009711 0.015584 0.2377
LMOD3 0.009710 0.011239 0.1045
CDK4 0.009703 0.011031 0.08954
GAR1 0.009701 0.011962 0.1322
XPO1 0.009686 0.011569 0.1064
NR2C1 0.009682 0.016274 0.2492
PPP1R3E 0.009657 0.019661 0.3226
GLI4 0.009650 0.015031 0.2716
GPSM3 0.009629 0.014055 0.2317
ERBB2 0.009622 0.011449 0.1134
NEK7 0.009620 0.014360 0.2532
IGF1 0.009600 0.015718 0.2773
NARG2 0.009588 0.016735 0.2647
RAD54L2 0.009580 0.010407 0.08056
SOX7 0.009577 0.016499 0.3048
PHLDB2 0.009575 0.012101 0.1494
KLF6 0.009570 0.018761 0.2923
TESK1 0.009566 0.013079 0.1985
PGK2 0.009566 0.012959 0.2223
CENPA 0.009560 0.011255 0.1148
MANF 0.009559 0.010274 0.07557
HMGCS1 0.009545 0.009401 0.0329
PSIP1 0.009540 0.016526 0.2573
RPUSD2 0.009532 0.012517 0.1637
MSTO1 0.009532 0.012112 0.1485
CXCR5 0.009501 0.013328 0.1882
TK1 0.009497 0.019356 0.3028
NFS1 0.009480 0.008661 0.01987
MYCBP 0.009479 0.016384 0.2793
SLC39A14 0.009476 0.017516 0.2933
CTNNBL1 0.009473 0.013201 0.1872
CABP4 0.009472 0.009922 0.07729
PILRA 0.009470 0.010688 0.1063
SEC13 0.009440 0.016639 0.275
PPP1R3B 0.009432 0.011872 0.07696
FAM49B 0.009429 0.012693 0.1646
CD8A 0.009419 0.010987 0.1371
CEP290 0.009415 0.011099 0.1152
RTF1 0.009412 0.013121 0.2112
CISH 0.009376 0.009210 0.01862
ATAD5 0.009375 0.011992 0.1672
SLC30A4 0.009368 0.012868 0.2017
HIST1H4I 0.009367 0.010116 0.06425
THOC7 0.009357 0.017600 0.3094
FDX1L 0.009357 0.014197 0.24
SCAI 0.009355 0.011211 0.1111
LTB4R2 0.009353 0.015339 0.2423
HARS 0.009341 0.010348 0.09171
CECR2 0.009319 0.018991 0.3116
TAOK2 0.009309 0.010479 0.09934
FOS 0.009275 0.012175 0.1461
CD46 0.009263 0.016771 0.2989
EIF2AK3 0.009223 0.012058 0.2017
CCDC28B 0.009207 0.011370 0.1525
TRAK2 0.009199 0.013901 0.2362
RAB11B 0.009189 0.016936 0.2863
DYNC2H1 0.009174 0.014097 0.2146
RALGAPB 0.009166 0.013269 0.2112
PRRT2 0.009163 0.012063 0.2154
CES2 0.009152 0.012589 0.1942
WSCD1 0.009149 0.016998 0.2641
CLASP2 0.009148 0.012396 0.1755
IFT122 0.009141 0.012573 0.1895
BRD1 0.009130 0.018591 0.3
UCHL5 0.009120 0.012987 0.202
ZNF839 0.009094 0.012062 0.1553
LRRN2 0.009091 0.014916 0.2314
GALNT7 0.009086 0.013431 0.2144
KLHL32 0.009083 0.012788 0.2021
HEATR5B 0.009077 0.017783 0.3188
LRRC34 0.009075 0.014946 0.2804
YKT6 0.009072 0.014014 0.2426
IL1B 0.009068 0.012085 0.1699
OLR1 0.009052 0.013220 0.2076
CILP2 0.009042 0.012008 0.1677
TET1 0.009038 0.013207 0.2045
ZNF787 0.009019 0.020206 0.3294
POLD4 0.009019 0.010863 0.1367
ZMYM5 0.009017 0.014189 0.2451
CLC 0.008998 0.013967 0.2336
NDUFS7 0.008993 0.019179 0.3044
SIT1 0.008990 0.011298 0.1352
FCGR3A 0.008981 0.014734 0.2368
C2orf49 0.008952 0.015238 0.2625
SRSF5 0.008951 0.015460 0.28
MEF2D 0.008938 0.012703 0.1961
SELENBP1 0.008933 0.011340 0.1575
NRGN 0.008917 0.014277 0.2418
IER3IP1 0.008907 0.014584 0.2325
ANKAR 0.008897 0.011942 0.1792
TFDP2 0.008893 0.014535 0.2726
CD72 0.008890 0.012887 0.2109
HSD11B1 0.008886 0.014997 0.2581
GNA13 0.008884 0.013697 0.235
GRSF1 0.008881 0.012383 0.1898
C11orf2 0.008867 0.012546 0.2105
LSM14A 0.008863 0.017754 0.3091
OMG 0.008854 0.012670 0.2064
PEX19 0.008852 0.015425 0.265
AKT2 0.008852 0.015109 0.2745
GUCY1B3 0.008828 0.015078 0.2646
GPN1 0.008811 0.009179 0.04581
ALOXE3 0.008806 0.015428 0.2612
AFF1 0.008787 0.011800 0.171
RBM39 0.008784 0.009605 0.08603
TMEM154 0.008782 0.014958 0.2619
GEMIN6 0.008776 0.011212 0.1474
GARNL3 0.008775 0.016258 0.3383
POT1 0.008771 0.011733 0.1881
PVRL1 0.008765 0.012512 0.1755
C1orf52 0.008752 0.012822 0.1925
C16orf52 0.008752 0.013373 0.2211
B3GALT4 0.008734 0.016073 0.3527
NAA15 0.008723 0.016061 0.2764
HNRNPA1 0.008710 0.015008 0.2814
ZNF611 0.008705 0.017231 0.2908
PPP1R3D 0.008699 0.017792 0.3017
ORC6 0.008684 0.009830 0.08922
ZNF540 0.008672 0.008558 0.03791
CXCL3 0.008671 0.011751 0.1823
ARHGAP42 0.008671 0.014853 0.2526
ZNF433 0.008664 0.013784 0.257
TET2 0.008659 0.010408 0.1061
LEPREL1 0.008649 0.017104 0.2954
TCTA 0.008636 0.008591 0.02414
ST13 0.008632 0.011140 0.1596
SMPD3 0.008603 0.008443 0.03934
KRT8 0.008586 0.015996 0.2952
NXF1 0.008566 0.013544 0.2474
PRR19 0.008529 0.011787 0.1921
NOL12 0.008527 0.014080 0.2269
COPZ1 0.008507 0.014773 0.2738
ZER1 0.008504 0.013367 0.2169
SDHB 0.008497 0.015275 0.2885
RUSC1 0.008484 0.012210 0.1801
ZNF180 0.008479 0.014695 0.2655
C5orf62 0.008479 0.015007 0.2563
PLEKHG7 0.008478 0.012253 0.1774
RPL38 0.008476 0.017868 0.3056
SRP9 0.008473 0.011740 0.1741
CRYZL1 0.008459 0.015671 0.2808
FLOT2 0.008458 0.011874 0.2028
ZMYM1 0.008457 0.012429 0.1886
ACTR6 0.008456 0.012369 0.1994
CDC23 0.008454 0.010758 0.1451
C21orf119 0.008446 0.014144 0.2352
AAAS 0.008436 0.014798 0.2624
ULK1 0.008435 0.013673 0.2285
TRIP13 0.008435 0.013804 0.2265
R3HDM2 0.008434 0.011854 0.1719
RASL10A 0.008430 0.013772 0.299
HLTF 0.008418 0.014705 0.2626
C16orf72 0.008417 0.015879 0.2713
SYNPO 0.008415 0.017418 0.3182
PPME1 0.008402 0.012041 0.1922
SNX27 0.008394 0.010361 0.1365
EIF3H 0.008388 0.013663 0.2484
CTRL 0.008379 0.009565 0.08039
UQCRQ 0.008363 0.013102 0.2294
HNRNPA0 0.008359 0.013004 0.2492
USP54 0.008345 0.012029 0.2897
PKD1 0.008331 0.014221 0.2604
GNPDA2 0.008326 0.011053 0.1703
PLXND1 0.008318 0.011355 0.1814
CCNB2 0.008309 0.016632 0.3115
WDR48 0.008294 0.013352 0.2383
PIP4K2A 0.008281 0.009295 0.09184
ARF5 0.008280 0.011980 0.2054
PLK4 0.008275 0.011714 0.2192
GMNN 0.008271 0.015260 0.2714
MED18 0.008249 0.011619 0.2034
TUT1 0.008244 0.012062 0.1997
RGL2 0.008241 0.012487 0.2192
RNF208 0.008240 0.013490 0.2437
TBC1D22B 0.008230 0.014003 0.238
ZNF546 0.008176 0.013400 0.2386
ELAC1 0.008175 0.011903 0.1791
CMAS 0.008155 0.015421 0.3298
IL12A 0.008148 0.011937 0.1921
ARHGEF4 0.008138 0.011054 0.164
APEX2 0.008134 0.012760 0.2762
AGBL5 0.008134 0.012760 0.2762
CSAD 0.008123 0.015406 0.2949
C12orf73 0.008120 0.015025 0.2733
DCP1B 0.008103 0.018397 0.3485
PIP5K1A 0.008086 0.010874 0.1769
ZNF627 0.008075 0.014029 0.2931
ETF1 0.008073 0.009865 0.1349
INO80 0.008068 0.011965 0.1974
SRRD 0.008067 0.018747 0.3059
PTPLB 0.008059 0.013673 0.2555
ABCA6 0.008056 0.013483 0.2309
SH2B1 0.008055 0.010536 0.1253
CCDC12 0.008055 0.008663 0.05786
C10orf54 0.008053 0.014299 0.2414
AMPD2 0.008052 0.015124 0.2805
NUP160 0.008051 0.008707 0.04965
TNKS 0.008037 0.009794 0.06217
STOM 0.008032 0.013094 0.2558
EPHX3 0.008030 0.016736 0.3376
FANCE 0.008019 0.012590 0.2355
CLK2 0.008019 0.013407 0.2504
MFAP1 0.008009 0.008144 0.02089
EYA2 0.008009 0.015485 0.271
ORC1 0.008004 0.010290 0.1432
DRAP1 0.007996 0.009949 0.1306
CHAD 0.007994 0.013978 0.2424
LCP2 0.007974 0.015458 0.2749
GNAI2 0.007966 0.010312 0.1606
UBN1 0.007953 0.015969 0.3049
LAMB1 0.007950 0.011814 0.2033
C4orf29 0.007945 0.010113 0.1173
NETO1 0.007936 0.016853 0.3062
MAGOH 0.007926 0.012667 0.2284
FAM54A 0.007918 0.014639 0.3284
HOPX 0.007898 0.016374 0.3254
SOCS4 0.007895 0.010844 0.1457
SNURF 0.007880 0.014481 0.2545
C9orf85 0.007877 0.011921 0.2064
RAB11FIP1 0.007874 0.013662 0.2528
CTSD 0.007850 0.017144 0.3205
SASH3 0.007846 0.011480 0.1918
PFDN6 0.007846 0.011480 0.1918
IFI6 0.007845 0.011331 0.2015
ING4 0.007843 0.017143 0.3349
PSMC5 0.007824 0.008941 0.0878
MRPL19 0.007809 0.015122 0.2888
NDUFA4 0.007795 0.015657 0.3155
MAP4K2 0.007794 0.011584 0.2137
CHIC1 0.007794 0.011584 0.2137
RBBP5 0.007783 0.013313 0.2302
ZC3H10 0.007769 0.012163 0.2414
NFATC2 0.007745 0.015492 0.2802
PIKFYVE 0.007739 0.012803 0.2481
PDK3 0.007737 0.014593 0.2698
CIDEB 0.007737 0.014593 0.2698
FOXP1 0.007718 0.019303 0.353
MXD1 0.007707 0.013034 0.2512
IDH1 0.007706 0.013233 0.2605
GUK1 0.007706 0.013039 0.264
ZNF573 0.007688 0.010372 0.1524
COL19A1 0.007671 0.014121 0.2893
SPG11 0.007664 0.009761 0.1251
SLC5A5 0.007664 0.016904 0.3186
WDR47 0.007661 0.012726 0.231
DLST 0.007646 0.013234 0.2676
RLTPR 0.007645 0.010528 0.171
MCART6 0.007594 0.011678 0.2264
LEO1 0.007594 0.011678 0.2264
SRRM5 0.007592 0.012865 0.2663
ARHGEF12 0.007584 0.014684 0.272
RHEB 0.007581 0.014842 0.2876
PIAS3 0.007571 0.008536 0.06784
GDPD1 0.007569 0.010767 0.2109
TUBGCP6 0.007548 0.014137 0.2641
MLX 0.007530 0.011635 0.2375
CDC45 0.007527 0.015134 0.2933
BTG3 0.007522 0.015705 0.2953
ZBTB2 0.007504 0.018719 0.3462
IL4I1 0.007501 0.015812 0.2981
EDEM1 0.007495 0.019898 0.3618
ABCA13 0.007491 0.014644 0.2786
VHL 0.007489 0.014317 0.2583
IQCA1 0.007488 0.015187 0.2984
PSMA7 0.007486 0.017711 0.3215
CLPTM1 0.007484 0.014138 0.2804
SNAPC2 0.007465 0.016561 0.31
UBE2G1 0.007455 0.014651 0.2735
CHTF8 0.007455 0.009981 0.1601
SLC22A17 0.007440 0.017753 0.3361
BLNK 0.007433 0.014072 0.2825
TNFAIP2 0.007431 0.011498 0.2095
ARL15 0.007421 0.014897 0.2914
UBAP2L 0.007417 0.012881 0.2472
NSD1 0.007414 0.014237 0.2853
NRTN 0.007408 0.017077 0.3193
TOMM22 0.007399 0.012798 0.2538
RGS2 0.007399 0.012866 0.2737
TTBK2 0.007394 0.012039 0.2668
NDUFAF4 0.007382 0.011114 0.2077
SLC50A1 0.007370 0.013315 0.291
ROCK1 0.007341 0.008137 0.06591
PRKACB 0.007326 0.013900 0.2816
PRSS23 0.007320 0.013211 0.263
CALM2 0.007319 0.015815 0.3011
FCGR1B 0.007300 0.009738 0.1636
WDR75 0.007298 0.011645 0.2362
LLGL1 0.007297 0.010469 0.1865
STK17A 0.007293 0.010976 0.1865
WIBG 0.007286 0.013533 0.312
ZNF17 0.007270 0.013874 0.2729
TCAP 0.007253 0.010332 0.1596
SS18 0.007251 0.012603 0.2413
TTC14 0.007248 0.011366 0.2288
IL17RE 0.007241 0.015579 0.3051
NUDT22 0.007224 0.011156 0.221
RANGRF 0.007212 0.016037 0.3181
PHF3 0.007197 0.010469 0.1854
PRL 0.007178 0.015959 0.3268
NANOS3 0.007173 0.016146 0.3176
C8orf45 0.007170 0.012492 0.2804
DDX46 0.007159 0.016720 0.363
ZBTB45 0.007149 0.010829 0.2215
TTC1 0.007141 0.014186 0.2791
LEAP2 0.007141 0.010204 0.1487
LAPTM4A 0.007141 0.014356 0.2791
RANBP3 0.007130 0.016461 0.3137
RTKN 0.007124 0.010871 0.1788
TAOK1 0.007120 0.009626 0.1367
ARRDC3 0.007100 0.011756 0.2507
C3orf71 0.007091 0.008085 0.06795
CDK19 0.007083 0.013269 0.2844
SRRM1 0.007081 0.014086 0.2995
PCSK1N 0.007081 0.014086 0.2995
RAB11A 0.007076 0.013538 0.284
HSP90B1 0.007075 0.014316 0.2888
ACTR1B 0.007064 0.010552 0.2035
MUC5B 0.007060 0.017006 0.3455
DNAJA2 0.007035 0.010088 0.1803
CNTD2 0.007034 0.013099 0.2689
E2F1 0.007004 0.011519 0.2584
SEMA3G 0.006997 0.011636 0.3085
CATSPER3 0.006995 0.013999 0.2976
