gene local.h2 local.se global.h2 global.se
NEDD9 0.021492 0.019088 0.707915 0.366159
WDR17 0.022034 0.019368 0.032552 0.363164
PRUNE 0.020810 0.015270 0.260044 0.366909
PARP6 0.021071 0.016084 0.000001 0.370899
QTRT1 0.020122 0.017078 0.000001 0.349870
PIGU 0.017711 0.014116 0.000001 0.436014
ALAS2 0.017711 0.014116 0.000001 0.436014
FAM24B 0.020453 0.020485 0.000001 0.371795
DUSP13 0.022268 0.013882 0.302971 0.352643
HSPB11 0.017487 0.019854 0.000001 0.433736
WHSC1L1 0.022055 0.013781 0.026341 0.318885
TAP1 0.021425 0.016569 0.000001 0.358801
UBE2D2 0.021917 0.016383 0.388613 0.367239
POLR2J 0.017463 0.016160 0.000001 0.400093
ABLIM1 0.017508 0.020818 0.000001 0.410131
PLA2G15 0.021893 0.014953 0.113389 0.377627
ZMYM4 0.021038 0.015444 0.404229 0.387097
USP28 0.021873 0.017803 0.001245 0.338219
SMARCD1 0.018321 0.014626 0.000001 0.446881
ITGB8 0.019865 0.019340 0.000001 0.386999
CCDC96 0.017343 0.025592 0.000001 0.412790
SYF2 0.014039 0.019867 0.000001 0.417279
ABHD5 0.018263 0.016273 0.000001 0.428832
SPAG16 0.019336 0.018640 0.000001 0.384960
CENPE 0.020217 0.013879 0.000001 0.364688
C2orf88 0.021328 0.016188 0.089918 0.355364
DUSP8 0.020333 0.018328 0.000001 0.364069
ZNF568 0.016012 0.013317 0.000001 0.464618
GPR183 0.022199 0.016673 0.358085 0.371283
TDG 0.019866 0.017086 0.000001 0.394684
PACSIN3 0.020642 0.015727 0.000001 0.371546
VWA3A 0.018186 0.016957 0.000001 0.406579
TUBG1 0.021929 0.015045 0.145562 0.348262
ARHGEF5 0.016141 0.016629 0.000001 0.449207
F8 0.016141 0.016629 0.000001 0.449207
ATL3 0.019804 0.015685 0.351852 0.364725
SH2D3C 0.019754 0.014421 0.000001 0.388972
C12orf68 0.018103 0.015311 0.000001 0.426124
GAN 0.017226 0.023211 0.000001 0.468288
ZNF714 0.021096 0.013362 0.702949 0.380931
P2RY6 0.015855 0.019258 0.000001 0.426369
NAT9 0.019804 0.020170 0.000001 0.380883
WNT10A 0.021254 0.018802 0.033195 0.332401
MSL2 0.016848 0.016419 0.000001 0.443212
UBL5 0.016858 0.017767 0.000001 0.464746
KIAA1432 0.021575 0.018871 0.001113 0.376791
RPL39L 0.022105 0.021940 0.143031 0.373181
SEC11C 0.013682 0.022607 0.000000 0.565809
POLD3 0.020844 0.017635 0.109143 0.355164
BHLHA15 0.019417 0.016154 0.000001 0.404761
PMPCA 0.019772 0.019976 0.000001 0.382292
PCID2 0.016310 0.020469 0.000001 0.423571
GAK 0.019976 0.014895 0.000001 0.375242
EIF2B4 0.021265 0.013129 0.332322 0.371078
PAGE2B 0.021265 0.013129 0.332322 0.371078
MTF1 0.020957 0.015457 0.000001 0.334748
CCDC48 0.022000 0.015455 0.390544 0.366977
POU2F1 0.018588 0.018074 0.697209 0.379944
FUT1 0.019331 0.018131 0.437168 0.359829
LIN7C 0.016053 0.016954 0.000001 0.470863
DNAJC10 0.020879 0.014823 0.000001 0.347679
S1PR5 0.019620 0.017905 0.000001 0.370487
PTPN3 0.019898 0.021095 0.000001 0.395807
RPS13 0.021644 0.019080 0.324453 0.388149
CSF1 0.022767 0.019086 0.281549 0.364341
DBF4 0.020811 0.014123 0.296548 0.374454
UBXN4 0.018465 0.015522 0.000001 0.376734
AGAP5 0.016633 0.012146 0.000001 0.346683
IFI27 0.020675 0.023083 0.000001 0.341533
C1orf172 0.022725 0.016590 0.172726 0.371063
C16orf46 0.017174 0.019662 0.000001 0.424671
NR3C2 0.022718 0.018770 0.408234 0.376731
NCR1 0.020179 0.021307 0.424287 0.370530
SMTN 0.016905 0.016459 0.000001 0.419949
SLC25A28 0.020753 0.015169 0.000001 0.352733
PLEKHH3 0.012785 0.018431 0.000001 0.481147
EFNB2 0.019717 0.021565 0.000001 0.386102
SAMD1 0.020604 0.019364 0.000001 0.363922
HEYL 0.020222 0.017882 0.000001 0.345903
ZNF765 0.020587 0.023606 0.000001 0.370949
PROM2 0.017638 0.014237 0.000001 0.394074
ING5 0.018954 0.015317 0.000001 0.392492
CAP1 0.020550 0.015740 0.000001 0.371830
FFAR2 0.020501 0.019582 0.312529 0.354437
DCTN1 0.015694 0.019094 0.000001 0.446707
ENY2 0.018929 0.012348 0.000001 0.387658
CELF6 0.019658 0.015457 0.000001 0.326881
VGLL4 0.020450 0.017418 0.190213 0.371650
ALS2CR8 0.016262 0.013614 0.000001 0.463826
TEX9 0.024805 0.017057 0.720518 0.381803
PRKAR2A 0.024805 0.017057 0.720518 0.381803
GAB1 0.018801 0.014517 0.000001 0.387743
TXLNG 0.018801 0.014517 0.000001 0.387743
NDUFB7 0.021177 0.020425 0.058010 0.378480
C3orf45 0.016970 0.015270 0.000001 0.415006
IFRD2 0.018874 0.014068 0.000001 0.398909
SEPSECS 0.017634 0.020774 0.000001 0.419203
AP2S1 0.021108 0.017924 0.087019 0.359870
SGPP1 0.016050 0.017005 0.000001 0.438434
MLL 0.020255 0.018211 0.000001 0.364931
RPS7 0.018372 0.021325 0.000001 0.377662
PYCRL 0.016058 0.017236 0.000001 0.444104
TNIP3 0.018919 0.016964 0.000001 0.388709
C17orf58 0.017972 0.021108 0.000001 0.406438
ARHGEF25 0.024099 0.018983 0.400349 0.331081
DOLPP1 0.017072 0.017251 0.000001 0.409189
DNAJB11 0.019316 0.020083 0.000001 0.370940
N4BP1 0.019565 0.017295 0.232452 0.370499
PPAP2B 0.020659 0.017475 0.139737 0.345630
THOC2 0.020659 0.017475 0.139737 0.345630
SEC16B 0.020830 0.015888 0.091082 0.375558
FCGR3B 0.018188 0.018827 0.000001 0.408252
ACAP2 0.016489 0.018836 0.000001 0.434229
ELF1 0.017320 0.018487 0.000001 0.449299
TPPP3 0.017939 0.014643 0.868406 0.383311
ELMO2 0.017939 0.014643 0.868406 0.383311
GLG1 0.019026 0.020696 0.000001 0.374880
ATIC 0.017871 0.018435 0.000001 0.437765
VRK1 0.017871 0.018435 0.000001 0.437765
ZHX3 0.020695 0.017250 0.566658 0.359075
ANKRD37 0.022877 0.020046 0.396002 0.360107
C14orf43 0.020699 0.013978 0.074106 0.341706
ZNF699 0.016104 0.018863 0.000001 0.400836
WIPF1 0.020654 0.018044 0.053416 0.328322
CYP2R1 0.019509 0.016272 0.000001 0.376456
E2F2 0.019163 0.016668 0.635422 0.383764
NAPA 0.019697 0.017912 0.667130 0.372099
PTPLAD1 0.019609 0.015144 0.546775 0.395359
UTP15 0.019486 0.016269 0.000001 0.398028
TOE1 0.019042 0.015867 0.341764 0.357222
ACOX2 0.018591 0.015635 0.000001 0.401433
DPY30 0.014681 0.018208 0.000001 0.443915
TOP2B 0.018964 0.020008 0.000001 0.391511
KIAA1967 0.017756 0.018539 0.000001 0.410893
MKI67IP 0.016654 0.017177 0.000001 0.425356
DAZAP2 0.020820 0.017352 0.170450 0.367203
SOCS5 0.018140 0.021175 0.000001 0.427530
C19orf73 0.021905 0.018875 0.230342 0.358510
LCN12 0.018975 0.017132 0.000001 0.369897
XRN2 0.018463 0.014747 0.000001 0.405022
LSM3 0.018463 0.014747 0.000001 0.405022
FAM117A 0.014949 0.021445 0.000001 0.426991
MCM2 0.020346 0.016246 0.108207 0.353723
MTMR2 0.019162 0.020013 0.000001 0.359437
SP3 0.019367 0.018238 0.000001 0.392171
ZFP106 0.020994 0.014071 0.358914 0.362493
CCDC97 0.018793 0.017158 0.000001 0.394420
SLC25A44 0.019094 0.015743 0.000001 0.383288
ZNF442 0.019962 0.015632 0.000001 0.334444
PHC2 0.019468 0.017120 0.000001 0.385783
POLG 0.020561 0.017863 0.060071 0.351542
TTC7A 0.018059 0.021256 0.000001 0.392165
ERP44 0.019443 0.014403 0.000001 0.377454
PXT1 0.015459 0.017830 0.000001 0.436361
MRPL49 0.018138 0.017201 0.000001 0.378254
SKP1 0.018138 0.017201 0.000001 0.378254
WNT10B 0.020476 0.015392 0.571511 0.359804
B3GALT2 0.019940 0.014473 0.000001 0.386393
FBXW9 0.016854 0.016396 0.000001 0.412156
ICOS 0.016854 0.016396 0.000001 0.412156
GAPDHS 0.014844 0.019134 0.000001 0.443607
RNF103 0.020453 0.014013 0.047053 0.361936
C16orf70 0.017233 0.016854 0.000001 0.400155
ANKFY1 0.020010 0.016406 0.238662 0.381366
DST 0.020010 0.016406 0.238662 0.381366
PSMD14 0.017150 0.014880 0.000001 0.387872
REXO2 0.016677 0.018566 0.000001 0.388608
MMP19 0.016435 0.016738 0.000001 0.437200
CDC42SE2 0.020703 0.015953 0.611736 0.355438
CES3 0.015721 0.015064 0.000001 0.440514
STAT5B 0.018012 0.015453 0.000001 0.409587
PDE6C 0.021065 0.019885 0.182561 0.368505
ITGB1 0.020822 0.016835 0.291371 0.374476
ICK 0.019809 0.018342 0.459337 0.367517
STX18 0.014553 0.023797 0.000001 0.449525
HJURP 0.019169 0.019043 0.000001 0.367582
HIST2H2BE 0.018188 0.016790 0.390410 0.365987
FBXO4 0.016740 0.013908 0.000001 0.438222
NACA2 0.016632 0.014717 0.000001 0.391900
MAF 0.018581 0.024139 0.000001 0.397319
DTX4 0.014297 0.015924 0.000001 0.455050
SPCS3 0.015092 0.018834 0.000001 0.440519
ZCCHC6 0.018345 0.017377 0.745561 0.378618
NEK4 0.018164 0.013560 0.000001 0.382145
YWHAE 0.018474 0.020820 0.000001 0.355600
BACH1 0.018807 0.015914 0.569802 0.374200
STRADB 0.019737 0.014418 0.000001 0.368967
DYNC1LI2 0.018956 0.015925 0.000001 0.381872
TOMM70A 0.018956 0.015925 0.000001 0.381872
SETD2 0.018652 0.013977 0.000001 0.382654
KCNRG 0.017787 0.015486 0.000001 0.401031
BBS9 0.016326 0.018553 0.000001 0.411401
KDM4D 0.018109 0.019481 0.000001 0.407031
DPCD 0.015458 0.017008 0.000001 0.425289
ATP13A1 0.021171 0.015437 0.530042 0.368750
STARD13 0.016488 0.018344 0.000001 0.384777
SLC7A3 0.016488 0.018344 0.000001 0.384777
GPR137 0.019370 0.015236 0.326175 0.366602
HIST1H2AD 0.017941 0.015544 0.000001 0.384188
TP53INP2 0.018472 0.012919 0.000001 0.377603
CENPJ 0.019737 0.020218 0.124450 0.352742
CNFN 0.020934 0.015619 0.274301 0.363395
RAB25 0.020867 0.014857 0.466620 0.369048
WDR54 0.016093 0.018565 0.000001 0.392839
MRPL27 0.020134 0.018630 0.098702 0.379571
SLC25A15 0.020134 0.018630 0.098702 0.379571
THAP6 0.020168 0.015749 0.533132 0.383095
DICER1 0.020752 0.022888 0.405159 0.392738
ARMCX5 0.020752 0.022888 0.405159 0.392738
NR1D2 0.018586 0.015180 0.000001 0.373743
AP2A2 0.020354 0.019950 0.350454 0.375891
COX6C 0.014988 0.015208 0.000001 0.468387
SKA3 0.019405 0.020815 0.000001 0.343276
PRSS27 0.017162 0.017018 0.000001 0.416013
INPP5F 0.017162 0.017018 0.000001 0.416013
GOLGA4 0.019018 0.016306 0.000001 0.346866
ZNF703 0.018999 0.016164 0.376066 0.365800
PRPSAP1 0.018999 0.016164 0.376066 0.365800
CASD1 0.018314 0.014950 0.573002 0.374379
GK5 0.018314 0.014950 0.573002 0.374379
ATG9A 0.017388 0.017284 0.000001 0.407547
TAB2 0.017529 0.017826 0.982470 0.389776
ELK3 0.018108 0.017507 0.000001 0.375417
IL20RB 0.019483 0.014072 0.543551 0.380277
USP1 0.019793 0.016186 0.114361 0.386431
CDC42SE1 0.016629 0.015063 0.000001 0.406952
RNF115 0.017252 0.016185 0.000001 0.349504
CACNA1I 0.015846 0.017807 0.000001 0.416788
FAM120A 0.020858 0.015128 0.805481 0.377389
ZNF860 0.019387 0.017566 0.000001 0.345923
TMEM131 0.018554 0.013637 0.000001 0.379152
CDK12 0.016659 0.015391 0.000001 0.422978
FBXO36 0.016659 0.015391 0.000001 0.422978
RASIP1 0.020688 0.016888 0.232156 0.371879
VPS45 0.018060 0.014729 0.374360 0.363504
PROS1 0.014708 0.011482 0.000001 0.352449
RFX7 0.016987 0.015405 0.000001 0.398734
LPAR6 0.019782 0.014485 0.046800 0.363809
FAM122C 0.019782 0.014485 0.046800 0.363809
SLC44A1 0.018317 0.017874 0.000001 0.389108
PRPF3 0.019720 0.014654 0.133418 0.327826
TMEM33 0.019494 0.015868 0.306766 0.356134
BCS1L 0.019565 0.015726 0.098893 0.367499
DTX3L 0.020394 0.016095 0.568405 0.359366
DOCK5 0.017251 0.019089 0.000001 0.381308
EBAG9 0.016341 0.015133 0.000001 0.393703
PLEKHG2 0.019671 0.014288 0.465780 0.376120
PSMC2 0.019671 0.014288 0.465780 0.376120
TRMU 0.019621 0.017017 0.039622 0.338834
FSCN2 0.017112 0.017969 0.000001 0.403038
LRRC40 0.016030 0.016616 0.000001 0.398483
NFKBIB 0.019927 0.016776 0.196111 0.370134
PTPN9 0.016252 0.015144 0.000001 0.428107
C1orf192 0.019525 0.018268 0.455664 0.368184
ZNF185 0.019525 0.018268 0.455664 0.368184
SLC30A5 0.018969 0.014926 0.281752 0.360540
AGPAT4 0.019628 0.019676 0.004696 0.370897
ING2 0.021438 0.023641 0.462290 0.355986
FBXO22 0.019580 0.014263 0.046719 0.364847
HOOK3 0.018103 0.013683 0.000001 0.386554
CASZ1 0.018103 0.013683 0.000001 0.386554
TNRC18 0.020300 0.018518 0.407087 0.379358
GPR98 0.016510 0.018760 0.000001 0.411022
HEPACAM2 0.019774 0.014415 0.155795 0.345334
EZH2 0.019662 0.017423 0.030039 0.368937
SOS1 0.015400 0.013532 0.000001 0.341293
MMP9 0.016973 0.016809 0.000001 0.417419
PDZD2 0.019270 0.021541 0.080709 0.328616
TWF2 0.019458 0.014080 0.051504 0.355315
C21orf33 0.018423 0.019474 0.455279 0.374894
COMMD9 0.019211 0.018277 0.362880 0.380956
CDK2 0.018564 0.015473 0.000001 0.367526
BPGM 0.019416 0.014869 0.109022 0.355653
ZC3H15 0.016607 0.013970 0.000001 0.394494
SREK1IP1 0.019294 0.016729 0.176980 0.379343
ZNF827 0.013171 0.017492 0.000001 0.464828
STUB1 0.017136 0.017563 0.642574 0.398356
TRIAP1 0.018696 0.016056 0.375974 0.381282
RALY 0.019638 0.015975 0.099434 0.350168
C3orf18 0.021634 0.016025 0.978365 0.363824
CHD9 0.016334 0.021489 0.000001 0.415245
TNK2 0.018677 0.018638 0.000001 0.379566
ORC3 0.021116 0.017475 0.592658 0.379462
PSMC4 0.023509 0.018956 0.472165 0.353366
PAICS 0.021803 0.016816 0.755818 0.392159
ATP5F1 0.017068 0.020281 0.000001 0.419990
TNFRSF9 0.022692 0.019757 0.937727 0.381279
SCPEP1 0.015974 0.025232 0.000001 0.468035
NR2C2 0.015968 0.019532 0.000001 0.416665
NXPH4 0.018990 0.015372 0.158034 0.331873
C14orf28 0.018502 0.015176 0.754288 0.376816
REV3L 0.019108 0.016097 0.571625 0.350461
BAZ2A 0.016559 0.015020 0.000001 0.400074
DAZAP1 0.018606 0.020720 0.286225 0.387112
EDAR 0.000204 0.011034 0.000001 0.382445
UBR1 0.018208 0.015638 0.466431 0.365080
DENND1C 0.016297 0.022860 0.000001 0.408310
TPR 0.018403 0.014317 0.000001 0.369406
ARHGEF26 0.019004 0.014207 0.306933 0.370169
CHGA 0.019004 0.014207 0.306933 0.370169
C4orf19 0.018388 0.016802 0.352289 0.363705
ARL5A 0.018388 0.016802 0.352289 0.363705
POLR3H 0.017114 0.015572 0.000001 0.358871
NEURL2 0.012315 0.020311 0.000001 0.456167
DEFA4 0.019187 0.018218 0.451492 0.354364
C3orf58 0.018827 0.017178 0.081186 0.374930
KIF9 0.014615 0.015016 0.000001 0.449130
PHAX 0.015949 0.017524 0.000001 0.393053
TSC22D2 0.019486 0.017620 0.405306 0.399046
DALRD3 0.016408 0.014577 0.000001 0.375364
SEPT3 0.018007 0.016311 0.000001 0.370193
NAP1L5 0.020372 0.017508 0.673211 0.336547
MAMDC4 0.019964 0.016766 0.332488 0.384312
NCKAP1L 0.016253 0.016448 0.000001 0.398787
LOXL4 0.019283 0.014763 0.291410 0.334714
PARP12 0.018773 0.017677 0.372316 0.364968
TPP2 0.018621 0.017798 0.276105 0.386573
C8orf76 0.018541 0.019788 0.263008 0.375897
PPIP5K1 0.015899 0.016453 0.000001 0.376194
KCTD13 0.019442 0.013792 0.272413 0.382316
KIAA2026 0.018891 0.015732 0.195616 0.378818
LPPR3 0.019835 0.020689 0.188390 0.349397
ZMPSTE24 0.016688 0.016738 0.000001 0.369892
BCL7C 0.021046 0.015175 0.692952 0.373893
SLC26A11 0.016914 0.018810 0.000001 0.400453
C17orf61 0.016178 0.018817 0.000001 0.382148
RPL13 0.019714 0.017732 0.269071 0.367972
IDH3B 0.017070 0.018882 0.000001 0.396681
ABCB10 0.018477 0.017046 0.000001 0.374397
TXNL4B 0.016914 0.015098 0.000001 0.410600
ABCB1 0.018031 0.014071 0.000001 0.348869
POU2AF1 0.012924 0.018115 0.000001 0.507397
TMEM231 0.018931 0.016243 0.180669 0.391574
LRRC2 0.015248 0.015949 0.000001 0.430986
RBM26 0.018725 0.018457 0.297298 0.377663
CORO7 0.017904 0.017468 0.000001 0.360982
DPP4 0.018549 0.015527 0.509240 0.369084
PPAT 0.018859 0.016639 0.017497 0.355964
ADIPOR1 0.018257 0.018767 0.000001 0.381415
MRPS14 0.015394 0.012363 0.000001 0.438415
LRRC59 0.018810 0.019526 0.076201 0.326163
STS 0.018810 0.019526 0.076201 0.326163
SHROOM4 0.018810 0.019526 0.076201 0.326163
PTTG2 0.015288 0.020814 0.000001 0.447407
SKIV2L2 0.018650 0.016777 0.308583 0.366290
FBXO21 0.017220 0.018307 0.484259 0.383019
RAP2B 0.017736 0.016931 0.000001 0.381952
LY6E 0.019979 0.016649 0.556078 0.344445
LOXL1 0.016213 0.017054 0.638958 0.387159
IQSEC2 0.016213 0.017054 0.638958 0.387159
KDM5B 0.016661 0.018752 0.000001 0.391680
GINS1 0.014188 0.013897 0.000001 0.451976
SLC25A10 0.017972 0.016836 0.000001 0.371526
RNF6 0.017620 0.017937 0.000001 0.391671
SLC12A2 0.017620 0.017937 0.000001 0.391671
NR2C2AP 0.015743 0.015828 0.000001 0.416251
EFHA2 0.018393 0.020484 0.157770 0.373377
SMC3 0.018202 0.017395 0.000001 0.356478
TARBP2 0.017902 0.015473 0.000001 0.363359
RAB35 0.018501 0.015871 0.201729 0.384377
PTPDC1 0.018194 0.014375 0.000001 0.387583
DUSP11 0.014624 0.016806 0.000001 0.434002
CD80 0.016524 0.015401 0.000001 0.377230
ZNF530 0.015592 0.016948 0.000001 0.439596
WBP4 0.019133 0.016695 0.233719 0.356360
EIF2B3 0.018664 0.013920 0.084890 0.368336
C2orf29 0.018210 0.016617 0.000001 0.370735
GPR89A 0.016359 0.013800 0.000001 0.383158
XPO7 0.018609 0.017391 0.080370 0.373490
PLEKHB2 0.018032 0.014178 0.400221 0.372676
LRCH4 0.017297 0.014335 0.000001 0.375442
FAM131A 0.015574 0.017685 0.000001 0.418046
PGM3 0.017895 0.012899 0.866417 0.375050
STK38 0.017005 0.018627 0.000001 0.356640
DYRK1A 0.014312 0.017664 0.985687 0.410452
ZNF688 0.017619 0.015580 0.000001 0.348139
C9orf24 0.016866 0.013513 0.000001 0.406296
ZNF878 0.016866 0.013513 0.000001 0.406296
CAMKK1 0.015377 0.021389 0.528274 0.361857
MRPL12 0.014345 0.020432 0.000001 0.428368
NR4A1 0.018004 0.016755 0.000001 0.370423
KPNA3 0.016145 0.017367 0.000001 0.416446
MAPK6 0.017525 0.015499 0.000001 0.373562
MPEG1 0.017444 0.015097 0.000001 0.382975
C2orf69 0.018647 0.015207 0.099241 0.339783
PSMB10 0.017871 0.013441 0.000001 0.361255
COPB2 0.018306 0.016617 0.070020 0.370480
LTB4R 0.017508 0.015708 0.212449 0.395506
MAP4K5 0.013243 0.020022 0.000001 0.447672
HSPB9 0.016460 0.014871 0.398147 0.394122
GOLGA7 0.018491 0.015024 0.912789 0.395144
RMND5A 0.020206 0.015574 0.327798 0.372012
SLC2A4 0.018329 0.017408 0.315401 0.389399
NUFIP1 0.020811 0.019135 0.638876 0.384882
HIST1H4D 0.017983 0.017629 0.460892 0.363782
CYTH4 0.017547 0.019431 0.000001 0.347216
SMNDC1 0.018382 0.015918 0.031395 0.363052
MRPL13 0.016965 0.015818 0.000001 0.379411
PCDHGC3 0.018185 0.013845 0.120993 0.367685
TEX261 0.012519 0.022676 0.000001 0.504438
ZNF224 0.016465 0.014642 0.000001 0.393915
ATPBD4 0.015735 0.020422 0.000001 0.441778
ETNK2 0.017372 0.019289 0.000001 0.362957
HSPD1 0.018389 0.013865 0.063543 0.375861
WDR83 0.018870 0.015651 0.436210 0.370379
ZRANB2 0.017738 0.014058 0.000001 0.360460
ATR 0.017005 0.018803 0.000001 0.387557
TCF12 0.017838 0.016641 0.785151 0.362755
SLC38A11 0.020202 0.017625 0.588080 0.368931
PPM1G 0.017893 0.013849 0.000001 0.371109
LYG2 0.016560 0.014658 0.000001 0.400824
PHF6 0.016560 0.014658 0.000001 0.400824
GPR77 0.018981 0.017443 0.218909 0.356608
ORC2 0.013945 0.016566 0.000001 0.441818
HMMR 0.018540 0.015499 0.242082 0.364800
RAB26 0.016757 0.018291 0.341400 0.373015
RPL34 0.015543 0.016579 0.000001 0.391904
C1orf216 0.015502 0.013227 0.000001 0.409118
RSF1 0.017394 0.016884 0.286505 0.359559
PSENEN 0.016190 0.017314 0.000001 0.421217
UHRF2 0.015177 0.019886 0.000001 0.470116
PGS1 0.016562 0.023020 0.000001 0.349780
CTBP2 0.015196 0.018298 0.000001 0.418913
GRIK5 0.015214 0.014389 0.000001 0.393183
MYCN 0.014471 0.018941 0.000001 0.415859
GBE1 0.014052 0.016327 0.000001 0.393280
ASH1L 0.016260 0.017355 0.000001 0.370214
TMEM87A 0.018388 0.018079 0.370300 0.370836
PLXNA1 0.014133 0.017467 0.000001 0.430067
MOGS 0.015720 0.014341 0.654378 0.369534
RAB5C 0.018195 0.016296 0.362372 0.378572
ZBTB12 0.018019 0.017525 0.000001 0.401303
PPP1R2 0.013389 0.019294 0.000001 0.417029
NR6A1 0.017485 0.015695 0.000001 0.360930
REEP3 0.017485 0.015695 0.000001 0.360930
LENG1 0.011655 0.019418 0.000001 0.331909
EMILIN1 0.016579 0.013438 0.000001 0.405463
ARHGAP23 0.017944 0.019522 0.057721 0.352084
GP6 0.017555 0.020174 0.000001 0.366242
TP73 0.015932 0.021701 0.000001 0.375432
ABLIM2 0.016031 0.022766 0.000001 0.390234
HNRNPC 0.013536 0.024241 0.000001 0.449251
RPLP1 0.018141 0.017598 0.543205 0.376184
EIF1AD 0.015928 0.013876 0.000001 0.416933
NPAS1 0.018412 0.017209 0.498143 0.397043
BCL2L1 0.018677 0.013569 0.339793 0.365106
USP21 0.018677 0.013569 0.339793 0.365106
NEU3 0.017636 0.016178 0.158555 0.365291
ZNF277 0.015061 0.017954 0.368224 0.362013
DGKE 0.015745 0.018811 0.000001 0.396316
PDPK1 0.013422 0.019229 0.000001 0.417083
UBE2J1 0.017163 0.016297 0.000001 0.368997
AIRE 0.017892 0.017372 0.006190 0.360211
TBC1D17 0.017857 0.016903 0.002758 0.346160
SRI 0.018289 0.017404 0.392038 0.381799
MBNL2 0.016514 0.015255 0.000001 0.395198
UGP2 0.012496 0.016617 0.000001 0.434554
H2AFX 0.016256 0.018068 0.000001 0.372799
ZNF572 0.014725 0.018181 0.000001 0.416011
ZNF140 0.017724 0.013171 0.187154 0.347283
GNL1 0.014471 0.014029 0.474858 0.377633
OGG1 0.014533 0.021051 0.000001 0.439991
PSMA8 0.014310 0.018169 0.000001 0.392783
SEMA6B 0.013666 0.024014 0.000001 0.429820
FBXW4 0.017742 0.014737 0.013853 0.370618
DGKD 0.017703 0.016899 0.074492 0.376531
HIPK1 0.017458 0.015475 0.125982 0.358659
ACTR3C 0.017599 0.017154 0.250621 0.370120
RPS29 0.014086 0.015869 0.000001 0.419718
KEAP1 0.013034 0.018204 0.000001 0.428856
ACP1 0.016974 0.013765 0.000001 0.342464
FNBP4 0.017372 0.014008 0.120019 0.374808
MBNL1 0.017372 0.014008 0.120019 0.374808
PI4KA 0.016382 0.015759 0.000001 0.379191
RBM5 0.013668 0.014012 0.000001 0.394982
NPAT 0.016059 0.014945 0.000001 0.420162
PPP6R1 0.017681 0.021581 0.233365 0.378897
GPRC5B 0.017669 0.015679 0.027594 0.332075
CHCHD5 0.016276 0.015563 0.000001 0.347576
DPYSL2 0.016900 0.016800 0.810287 0.369716
UCN 0.017248 0.013409 0.275364 0.377045
ST7 0.017100 0.015020 0.109828 0.372271
C12orf34 0.015747 0.015148 0.000001 0.373245
AIM2 0.014404 0.017723 0.000001 0.466615
ZNF226 0.017153 0.015729 0.000001 0.342191
CCDC58 0.014570 0.016792 0.000001 0.399477
DNAJB9 0.014570 0.016792 0.000001 0.399477
GTPBP2 0.015648 0.019977 0.000001 0.427567
ZNF480 0.016052 0.019519 0.000001 0.383345
PIGT 0.014847 0.018801 0.000001 0.389008
ZMIZ1 0.016986 0.020862 0.469447 0.388338
EVL 0.013750 0.021615 0.000001 0.428683
PRRC1 0.013750 0.021615 0.000001 0.428683
AKAP8 0.017358 0.016898 0.272159 0.352310
ENAH 0.015411 0.017810 0.000001 0.379236
MYBBP1A 0.019199 0.018507 0.357906 0.363997
EOMES 0.014135 0.016496 0.000001 0.424980
KIAA0146 0.014801 0.014701 0.000001 0.353608
ANGPTL4 0.016119 0.019083 0.000001 0.360688
LMO2 0.017324 0.017099 0.692395 0.386829
SREBF2 0.015134 0.012950 0.000001 0.400830
MRPS22 0.011483 0.020577 0.000001 0.502482
ILF2 0.015745 0.016304 0.000001 0.394232
HIST1H2BJ 0.014234 0.014532 0.000001 0.447367
NBPF14 0.015145 0.014411 0.000001 0.425146
TSC22D3 0.015145 0.014411 0.000001 0.425146
CLP1 0.014722 0.013048 0.000001 0.416270
GAB2 0.017222 0.015894 0.312805 0.383019
NDRG2 0.017318 0.022867 0.080697 0.347301
AP1AR 0.017023 0.016646 0.271102 0.375988
GPR171 0.016902 0.016156 0.197536 0.366587
TSTA3 0.017116 0.016452 0.087515 0.372960
FANCB 0.017116 0.016452 0.087515 0.372960
C9orf47 0.014488 0.016564 0.000001 0.415785
BMP3 0.018472 0.016076 0.552288 0.363500
FAM96B 0.004307 0.009431 0.000001 0.359511
C5orf15 0.016579 0.017011 0.000001 0.363694
CIT 0.019006 0.017714 0.333839 0.382037
CRADD 0.019006 0.017714 0.333839 0.382037
ZNF680 0.016261 0.013691 0.486438 0.381050
RFC1 0.016764 0.015754 0.458010 0.383210
CHMP4A 0.016925 0.017530 0.539734 0.352963
ATXN1L 0.017443 0.013353 0.197033 0.353465
C3orf38 0.015353 0.012866 0.000001 0.395915
ENPP5 0.017343 0.017490 0.018645 0.312216
EIF2S1 0.016572 0.016165 0.000001 0.346086
PABPN1 0.013456 0.021634 0.000001 0.438227
KLF1 0.015958 0.015217 0.000001 0.394156
CRY1 0.014363 0.015061 0.000001 0.405962
PSMD4 0.017361 0.014282 0.252540 0.369927
MYO9B 0.013311 0.018371 0.739071 0.384362
OAZ1 0.014291 0.022672 0.000001 0.415893
ST3GAL6 0.017128 0.013675 0.046160 0.339354
NOM1 0.015071 0.019226 0.000001 0.406572
ARHGDIB 0.015262 0.013968 0.000001 0.400851
RPP25 0.014822 0.014783 0.000001 0.372401
RRP9 0.010995 0.015109 0.000001 0.413809
KIF7 0.016291 0.016362 0.261840 0.385438
CLU 0.017147 0.017894 0.049155 0.369726
