gene h2 se p
RPS27L 0.000001 0.367080 0.5
RPS28 0.000001 0.374496 0.5
RPS29 0.000001 0.381865 0.5
RPS2P32 0.000001 0.367397 0.5
RPS3A 0.000001 0.372641 0.5
RPS5 0.000001 0.362972 0.5
RPS6 0.000001 0.341969 0.5
RPS6KA2 0.000001 0.351167 0.5
RPS6KA3 0.000001 0.375875 0.5
RPS6KB1 0.000001 0.350669 0.5
RPS6KB2 0.000001 0.381825 0.5
RPS6KC1 0.000001 0.349956 0.5
RPS7 0.000001 0.351963 0.5
RPS9 0.000001 0.354525 0.5
RPSAP58 0.000001 0.335508 0.5
RPUSD1 0.000001 0.374304 0.5
RPUSD3 0.000001 0.385566 0.5
RPUSD4 0.000001 0.356201 0.5
RRAGA 0.000001 0.339049 0.5
RRAGB 0.000001 0.351100 0.5
RRAGC 0.000001 0.386893 0.5
RRAGD 0.000001 0.367106 0.5
RRBP1 0.000001 0.329350 0.5
RREB1 0.000001 0.358985 0.5
RRM1 0.000001 0.360776 0.5
RRM2B 0.000001 0.362789 0.5
RRN3P1 0.000001 0.361561 0.5
RRN3P2 0.000001 0.369837 0.5
RRP1 0.000001 0.383570 0.5
RRP15 0.000001 0.355053 0.5
RRP36 0.000001 0.376398 0.5
RRP7A 0.000001 0.386485 0.5
RRP8 0.000001 0.384930 0.5
RRP9 0.000001 0.350375 0.5
RRS1 0.000001 0.365203 0.5
RSBN1 0.000001 0.377456 0.5
RSL24D1 0.000001 0.371294 0.5
RSPH3 0.000001 0.350083 0.5
RSPH4A 0.000001 0.369008 0.5
RSPO4 0.000001 0.378646 0.5
RSRC2 0.000001 0.349292 0.5
RTDR1 0.000001 0.364994 0.5
RTF1 0.000001 0.373861 0.5
RTKN 0.000001 0.330618 0.5
RTN3 0.000001 0.358081 0.5
RTN4 0.000001 0.351219 0.5
RTN4IP1 0.000001 0.359800 0.5
RTN4R 0.000001 0.348509 0.5
RTN4RL1 0.000001 0.347719 0.5
RTN4RL2 0.000001 0.360523 0.5
RUFY3 0.000001 0.375688 0.5
RUFY4 0.000001 0.380220 0.5
RUNDC2A 0.000001 0.359622 0.5
RUNDC3B 0.000001 0.360130 0.5
RUNX1 0.000001 0.342410 0.5
RUNX3 0.000001 0.370004 0.5
RUSC1 0.000001 0.343039 0.5
RUVBL1 0.000001 0.352434 0.5
RWDD1 0.000001 0.395959 0.5
RWDD2A 0.000001 0.376681 0.5
RWDD3 0.000001 0.373871 0.5
RWDD4 0.000001 0.387217 0.5
RXRA 0.000001 0.340965 0.5
RXRB 0.000001 0.365259 0.5
RYR1 0.000001 0.366366 0.5
RYR2 0.000001 0.375079 0.5
S100A1 0.000001 0.374908 0.5
S100A2 0.000001 0.388457 0.5
S100A3 0.000001 0.354422 0.5
S100A4 0.000001 0.378231 0.5
S100A5 0.000001 0.380992 0.5
S100A6 0.000001 0.363740 0.5
S100A8 0.000001 0.370560 0.5
S100A9 0.000001 0.358579 0.5
S100Z 0.000001 0.376551 0.5
S1PR1 0.000001 0.380972 0.5
S1PR2 0.000001 0.393439 0.5
S1PR4 0.000001 0.370328 0.5
S1PR5 0.000001 0.352948 0.5
SAC3D1 0.000001 0.357614 0.5
SACM1L 0.000001 0.337907 0.5
SAE1 0.000001 0.377956 0.5
SAFB 0.000001 0.381827 0.5
SAFB2 0.000001 0.365148 0.5
SAMD10 0.000001 0.368469 0.5
SAMD1 0.000001 0.359935 0.5
SAMD3 0.000001 0.358857 0.5
SAMD4B 0.000001 0.330275 0.5
SAMD8 0.000001 0.378435 0.5
SAMHD1 0.000001 0.367816 0.5
SAMSN1 0.000001 0.382147 0.5
SAP18 0.000001 0.367049 0.5
SAP25 0.000001 0.332817 0.5
SAP30 0.000001 0.370454 0.5
SAP30BP 0.000001 0.374464 0.5
SAP30L 0.000001 0.359189 0.5
SAR1A 0.000001 0.372369 0.5
SARNP 0.000001 0.357470 0.5
SARS 0.000001 0.367681 0.5
SART1 0.000001 0.369732 0.5
SART3 0.000001 0.394874 0.5
SASH1 0.000001 0.379669 0.5
SASS6 0.000001 0.368712 0.5
SAT1 0.000001 0.347348 0.5
SAV1 0.000001 0.371544 0.5
SBDSP1 0.000001 0.376286 0.5
SBK1 0.000001 0.360127 0.5
SBNO2 0.000001 0.371240 0.5
SC4MOL 0.000001 0.373826 0.5
SC5DL 0.000001 0.370849 0.5
SCAF1 0.000001 0.374735 0.5
SCAI 0.000001 0.374412 0.5
SCAMP1 0.000001 0.377511 0.5
SCAMP3 0.000001 0.325148 0.5
SCARNA10 0.000001 0.335645 0.5
SCARNA15 0.000001 0.344324 0.5
SCARNA16 0.000001 0.343772 0.5
SCARNA2 0.000001 0.380613 0.5
SCARNA21 0.000001 0.380443 0.5
SCARNA5 0.000001 0.378441 0.5
SCARNA7 0.000001 0.362967 0.5
SCARNA9 0.000001 0.386438 0.5
SCD 0.000001 0.367602 0.5
SCFD1 0.000001 0.394171 0.5
SCG5 0.000001 0.381881 0.5
SCGB3A1 0.000001 0.379228 0.5
SCGB3A2 0.000001 0.377687 0.5
SCML1 0.000001 0.339778 0.5
SCML2 0.000001 0.364257 0.5
SCN4B 0.000001 0.353864 0.5
SCN5A 0.000001 0.372041 0.5
SCN8A 0.000001 0.373227 0.5
SCN9A 0.000001 0.397130 0.5
SCNN1A 0.000001 0.372486 0.5
SCNN1D 0.000001 0.354466 0.5
SCO1 0.000001 0.384926 0.5
SCO2 0.000001 0.375412 0.5
SCOC 0.000001 0.375326 0.5
SCPEP1 0.000001 0.368733 0.5
SCRG1 0.000001 0.365472 0.5
SCRIB 0.000001 0.360688 0.5
SCRN3 0.000001 0.347816 0.5
SCUBE1 0.000001 0.387061 0.5
SCUBE2 0.000001 0.384634 0.5
SCYL1 0.000001 0.369009 0.5
SCYL2 0.000001 0.362504 0.5
SDC1 0.000001 0.377444 0.5
SDC4 0.000001 0.361999 0.5
SDCBP 0.000001 0.378466 0.5
SDCCAG8 0.000001 0.359407 0.5
SDF2 0.000001 0.396732 0.5
SDF2L1 0.000001 0.374535 0.5
SDF4 0.000001 0.368034 0.5
SDHA 0.000001 0.366935 0.5
SDHAF1 0.000001 0.373008 0.5
SDHAF2 0.000001 0.377746 0.5
SDHAP2 0.000001 0.373648 0.5
SDHB 0.000001 0.369869 0.5
SDHD 0.000001 0.371722 0.5
SDPR 0.000001 0.379660 0.5
SDR42E1 0.000001 0.377061 0.5
SDS 0.000001 0.375086 0.5
SDSL 0.000001 0.347561 0.5
SEC11A 0.000001 0.384379 0.5
SEC11C 0.000001 0.400502 0.5
SEC13 0.000001 0.330807 0.5
SEC22A 0.000001 0.387489 0.5
SEC22C 0.000001 0.348539 0.5
SEC23A 0.000001 0.391396 0.5
SEC23B 0.000001 0.371927 0.5
SEC24B 0.000001 0.383194 0.5
SEC24C 0.000001 0.372122 0.5
SEC24D 0.000001 0.385868 0.5
SEC61A1 0.000001 0.374542 0.5
SEC61A2 0.000001 0.329963 0.5
SEC61B 0.000001 0.362837 0.5
SEC61G 0.000001 0.361843 0.5
SEC63 0.000001 0.379158 0.5
SECISBP2L 0.000001 0.366592 0.5
SECTM1 0.000001 0.358263 0.5
SEH1L 0.000001 0.356462 0.5
SEL1L3 0.000001 0.380908 0.5
SELENBP1 0.000001 0.373454 0.5
SELK 0.000001 0.348888 0.5
SELL 0.000001 0.375434 0.5
SELM 0.000001 0.363006 0.5
SELPLG 0.000001 0.335096 0.5
SELS 0.000001 0.389325 0.5
SEMA3B 0.000001 0.379197 0.5
SEMA3C 0.000001 0.347692 0.5
SEMA4B 0.000001 0.373777 0.5
SEMA4F 0.000001 0.345665 0.5
SEMA6A 0.000001 0.360828 0.5
SEMA6B 0.000001 0.366340 0.5
SEMA6C 0.000001 0.369900 0.5
SEMA7A 0.000001 0.374105 0.5
SENP1 0.000001 0.383940 0.5
SENP2 0.000001 0.372438 0.5
SENP3 0.000001 0.364159 0.5
SENP5 0.000001 0.353254 0.5
SEP15 0.000001 0.360206 0.5
SEPHS2 0.000001 0.363751 0.5
SEPN1 0.000001 0.376042 0.5
SEPP1 0.000001 0.366818 0.5
SEPSECS 0.000001 0.344806 0.5
SEPT10 0.000001 0.380956 0.5
SEPT1 0.000001 0.356716 0.5
SEPT11 0.000001 0.367786 0.5
SEPT3 0.000001 0.359298 0.5
SEPT4 0.000001 0.365193 0.5
SEPT5 0.000001 0.381393 0.5
SEPT5-GP1BB 0.000001 0.395336 0.5
SEPT7 0.000001 0.390691 0.5
SEPT9 0.000001 0.343169 0.5
SEPX1 0.000001 0.378513 0.5
SERBP1 0.000001 0.358970 0.5
SERINC3 0.000001 0.361312 0.5
SERINC4 0.000001 0.304821 0.5
SERP2 0.000001 0.390117 0.5
SERPINB2 0.000001 0.369343 0.5
SERPINB6 0.000001 0.359154 0.5
SERPINB9 0.000001 0.357799 0.5
SERPINE1 0.000001 0.370904 0.5
SERPINF2 0.000001 0.373155 0.5
SERPINH1 0.000001 0.336420 0.5
SERPINI1 0.000001 0.377302 0.5
SERTAD3 0.000001 0.373171 0.5
SESN2 0.000001 0.364075 0.5
SETBP1 0.000001 0.346960 0.5
SETD2 0.000001 0.363388 0.5
SETD3 0.000001 0.349852 0.5
SETD5 0.000001 0.368506 0.5
SEZ6 0.000001 0.358188 0.5
SEZ6L 0.000001 0.347901 0.5
SF1 0.000001 0.373698 0.5
SF3A1 0.000001 0.360848 0.5
SF3A2 0.000001 0.367640 0.5
SF3A3 0.000001 0.366791 0.5
SF3B1 0.000001 0.371093 0.5
SF3B14 0.000001 0.357032 0.5
SF3B2 0.000001 0.368872 0.5
SF3B3 0.000001 0.362526 0.5
SF3B5 0.000001 0.358325 0.5
SFMBT1 0.000001 0.382875 0.5
SFPQ 0.000001 0.384810 0.5
SFRP2 0.000001 0.386799 0.5
SFRP5 0.000001 0.340313 0.5
SFRS15 0.000001 0.383778 0.5
SFRS18 0.000001 0.380000 0.5
SFSWAP 0.000001 0.368218 0.5
SFT2D2 0.000001 0.366516 0.5
SFTPB 0.000001 0.390771 0.5
SFTPD 0.000001 0.389827 0.5
SFXN1 0.000001 0.340609 0.5
SFXN3 0.000001 0.354056 0.5
SGCD 0.000001 0.383591 0.5
SGK1 0.000001 0.363130 0.5
SGK196 0.000001 0.375269 0.5
SGK2 0.000001 0.375660 0.5
SGK3 0.000001 0.371114 0.5
SGK494 0.000001 0.378371 0.5
SGOL2 0.000001 0.381841 0.5
SGPL1 0.000001 0.368765 0.5
SGPP1 0.000001 0.367894 0.5
SGSH 0.000001 0.357060 0.5
SGSM2 0.000001 0.365584 0.5
SGSM3 0.000001 0.367503 0.5
SGTA 0.000001 0.354221 0.5
SH2D1A 0.000001 0.347161 0.5
SH2D1B 0.000001 0.357036 0.5
SH2D2A 0.000001 0.359458 0.5
SH2D3A 0.000001 0.378837 0.5
SH2D3C 0.000001 0.374235 0.5
SH2D4B 0.000001 0.367410 0.5
SH3BGR 0.000001 0.361552 0.5
SH3BP2 0.000001 0.382039 0.5
SH3BP4 0.000001 0.314392 0.5
SH3BP5 0.000001 0.387478 0.5
SH3BP5L 0.000001 0.370575 0.5
SH3D19 0.000001 0.364943 0.5
SH3GL1P1 0.000001 0.372060 0.5
SH3GL1P2 0.000001 0.363155 0.5
SH3GLB1 0.000001 0.370970 0.5
SH3KBP1 0.000001 0.334500 0.5
SH3PXD2A 0.000001 0.366936 0.5
SH3RF1 0.000001 0.388030 0.5
SH3RF2 0.000001 0.362313 0.5
SH3RF3 0.000001 0.387180 0.5
SH3TC1 0.000001 0.359657 0.5
SHANK3 0.000001 0.372522 0.5
SHB 0.000001 0.366360 0.5
SHC1 0.000001 0.359553 0.5
SHC2 0.000001 0.377161 0.5
SHE 0.000001 0.345159 0.5
SHFM1 0.000001 0.377304 0.5
SHISA2 0.000001 0.298213 0.5
SHISA7 0.000001 0.355056 0.5
SHKBP1 0.000001 0.357870 0.5
SHMT2 0.000001 0.376536 0.5
SHPRH 0.000001 0.367367 0.5
SIAE 0.000001 0.377434 0.5
SIAH2 0.000001 0.364043 0.5
SIGIRR 0.000001 0.368955 0.5
SIGLEC10 0.000001 0.373607 0.5
SIGLEC16 0.000001 0.372749 0.5
SIGLEC5 0.000001 0.356100 0.5
SIGLEC7 0.000001 0.336780 0.5
SIGLEC8 0.000001 0.368811 0.5
SIGLEC9 0.000001 0.384243 0.5
SIGMAR1 0.000001 0.381953 0.5
SIK3 0.000001 0.358081 0.5
SIM2 0.000001 0.381993 0.5
SIN3A 0.000001 0.369072 0.5
SIP1 0.000001 0.368213 0.5
SIPA1L1 0.000001 0.376262 0.5
SIPA1L3 0.000001 0.379510 0.5
SIRPA 0.000001 0.369995 0.5
SIRPD 0.000001 0.363283 0.5
SIRPG 0.000001 0.365972 0.5
SIRT2 0.000001 0.365909 0.5
SIRT3 0.000001 0.343789 0.5
SIRT5 0.000001 0.335959 0.5
SIRT6 0.000001 0.363280 0.5
SIRT7 0.000001 0.372642 0.5
SIT1 0.000001 0.357373 0.5
SIVA1 0.000001 0.322489 0.5
SKA3 0.000001 0.341913 0.5
SKAP1 0.000001 0.400116 0.5
SKIL 0.000001 0.363908 0.5
SKP1 0.000001 0.395331 0.5
SLA 0.000001 0.368952 0.5
SLA2 0.000001 0.364032 0.5
SLAIN1 0.000001 0.359227 0.5
SLAMF1 0.000001 0.357868 0.5
SLAMF7 0.000001 0.360781 0.5
SLAMF8 0.000001 0.308332 0.5
SLBP 0.000001 0.357112 0.5
SLC10A1 0.000001 0.365763 0.5
SLC10A3 0.000001 0.370259 0.5
SLC10A7 0.000001 0.376265 0.5
SLC11A2 0.000001 0.383935 0.5
SLC12A2 0.000001 0.370437 0.5
SLC12A7 0.000001 0.339380 0.5
SLC12A9 0.000001 0.322514 0.5
SLC13A4 0.000001 0.387811 0.5
SLC13A5 0.000001 0.363010 0.5
SLC14A1 0.000001 0.331399 0.5
SLC14A2 0.000001 0.329802 0.5
SLC16A10 0.000001 0.350279 0.5
SLC16A13 0.000001 0.357235 0.5
SLC16A2 0.000001 0.372028 0.5
SLC16A6 0.000001 0.365195 0.5
SLC17A5 0.000001 0.364642 0.5
SLC19A1 0.000001 0.324090 0.5
SLC1A5 0.000001 0.354625 0.5
SLC20A1 0.000001 0.352875 0.5
SLC20A2 0.000001 0.366106 0.5
SLC22A14 0.000001 0.336670 0.5
SLC22A16 0.000001 0.359365 0.5
SLC22A20 0.000001 0.376050 0.5
SLC23A2 0.000001 0.384965 0.5
SLC24A1 0.000001 0.363503 0.5
SLC25A10 0.000001 0.360241 0.5
SLC25A11 0.000001 0.385225 0.5
SLC25A13 0.000001 0.360272 0.5
SLC25A14 0.000001 0.352801 0.5
SLC25A15 0.000001 0.377816 0.5
SLC25A17 0.000001 0.363809 0.5
SLC25A23 0.000001 0.384048 0.5
SLC25A25 0.000001 0.374708 0.5
SLC25A26 0.000001 0.375077 0.5
SLC25A30 0.000001 0.359134 0.5
SLC25A32 0.000001 0.343214 0.5
SLC25A33 0.000001 0.355317 0.5
SLC25A36 0.000001 0.370795 0.5
SLC25A39 0.000001 0.367669 0.5
SLC25A40 0.000001 0.377144 0.5
SLC25A41 0.000001 0.374133 0.5
SLC25A43 0.000001 0.337287 0.5
SLC25A44 0.000001 0.369829 0.5
SLC25A46 0.000001 0.376842 0.5
SLC25A5 0.000001 0.370056 0.5
SLC26A1 0.000001 0.387240 0.5
SLC26A11 0.000001 0.369907 0.5
SLC27A3 0.000001 0.364164 0.5
SLC29A1 0.000001 0.359123 0.5
SLC29A3 0.000001 0.369884 0.5
SLC29A4 0.000001 0.344007 0.5
SLC2A1 0.000001 0.368432 0.5
SLC2A11 0.000001 0.336614 0.5
SLC2A12 0.000001 0.350476 0.5
SLC2A13 0.000001 0.343173 0.5
SLC2A3 0.000001 0.357175 0.5
SLC2A4RG 0.000001 0.363723 0.5
SLC2A5 0.000001 0.376554 0.5
SLC2A6 0.000001 0.377018 0.5
SLC2A9 0.000001 0.369763 0.5
SLC30A1 0.000001 0.369341 0.5
SLC30A4 0.000001 0.359828 0.5
SLC30A6 0.000001 0.362928 0.5
SLC30A7 0.000001 0.352382 0.5
SLC30A9 0.000001 0.366118 0.5
SLC31A2 0.000001 0.388716 0.5
SLC35A2 0.000001 0.396528 0.5
SLC35A3 0.000001 0.330572 0.5
SLC35A5 0.000001 0.362980 0.5
SLC35B1 0.000001 0.379248 0.5
SLC35B2 0.000001 0.376796 0.5
SLC35C1 0.000001 0.360779 0.5
SLC35C2 0.000001 0.344422 0.5
SLC35D1 0.000001 0.368666 0.5
SLC35D3 0.000001 0.361781 0.5
SLC35E1 0.000001 0.336510 0.5
SLC35E2 0.000001 0.368343 0.5
SLC35E2B 0.000001 0.342136 0.5
SLC35E3 0.000001 0.360857 0.5
SLC35E4 0.000001 0.374301 0.5
SLC36A4 0.000001 0.354208 0.5
SLC37A1 0.000001 0.387698 0.5
SLC37A3 0.000001 0.374480 0.5
SLC37A4 0.000001 0.392665 0.5
SLC38A2 0.000001 0.368942 0.5
SLC38A7 0.000001 0.359818 0.5
SLC38A9 0.000001 0.365366 0.5
SLC39A1 0.000001 0.372817 0.5
SLC39A11 0.000001 0.337047 0.5
SLC39A13 0.000001 0.362182 0.5
SLC39A5 0.000001 0.356520 0.5
SLC39A6 0.000001 0.361761 0.5
SLC39A9 0.000001 0.390669 0.5
SLC3A2 0.000001 0.357379 0.5
SLC41A1 0.000001 0.370471 0.5
SLC43A1 0.000001 0.384793 0.5
SLC44A1 0.000001 0.371306 0.5
SLC44A2 0.000001 0.351771 0.5
SLC45A3 0.000001 0.376585 0.5
SLC45A4 0.000001 0.385787 0.5
SLC46A2 0.000001 0.345736 0.5
SLC46A3 0.000001 0.356901 0.5
SLC48A1 0.000001 0.351542 0.5
SLC4A11 0.000001 0.385786 0.5
SLC4A1AP 0.000001 0.370167 0.5
SLC4A2 0.000001 0.350019 0.5
SLC4A8 0.000001 0.375789 0.5
SLC50A1 0.000001 0.368471 0.5
SLC5A10 0.000001 0.384320 0.5
SLC5A11 0.000001 0.375579 0.5
SLC5A2 0.000001 0.366268 0.5
SLC5A9 0.000001 0.357565 0.5
SLC6A12 0.000001 0.350040 0.5
SLC6A13 0.000001 0.349447 0.5
SLC6A16 0.000001 0.377926 0.5
SLC6A6 0.000001 0.368820 0.5
SLC6A9 0.000001 0.361372 0.5
SLC7A3 0.000001 0.327494 0.5
SLC7A4 0.000001 0.369737 0.5
SLC7A5P1 0.000001 0.357916 0.5
SLC9A1 0.000001 0.382316 0.5
SLC9A3R1 0.000001 0.383347 0.5
SLC9A5 0.000001 0.393747 0.5
SLC9A7 0.000001 0.365279 0.5
SLC9A8 0.000001 0.320297 0.5
SLC9A9 0.000001 0.376402 0.5
SLCO3A1 0.000001 0.332257 0.5
SLCO4A1 0.000001 0.342070 0.5
SLFN11 0.000001 0.333979 0.5
SLFN12L 0.000001 0.359113 0.5
SLFNL1 0.000001 0.368426 0.5
SLMAP 0.000001 0.383186 0.5
SLMO1 0.000001 0.362104 0.5
SMA5 0.000001 0.382905 0.5
SMAD1 0.000001 0.373368 0.5
SMAD3 0.000001 0.368952 0.5
SMAD4 0.000001 0.364536 0.5
SMAD7 0.000001 0.351798 0.5
SMAD9 0.000001 0.378040 0.5
SMAGP 0.000001 0.329919 0.5
SMAP2 0.000001 0.358395 0.5
SMARCA1 0.000001 0.373120 0.5
SMARCA4 0.000001 0.382479 0.5
SMARCAD1 0.000001 0.354218 0.5
SMARCAL1 0.000001 0.373513 0.5
SMARCB1 0.000001 0.366276 0.5
SMARCD1 0.000001 0.374174 0.5
SMC2 0.000001 0.367457 0.5
SMC3 0.000001 0.352654 0.5
SMC5 0.000001 0.374850 0.5
SMC6 0.000001 0.377648 0.5
SMCR7L 0.000001 0.397199 0.5
SMEK1 0.000001 0.375612 0.5
SMEK2 0.000001 0.377512 0.5
SMG1 0.000001 0.354061 0.5
SMG6 0.000001 0.363369 0.5
SMO 0.000001 0.365183 0.5
SMPD3 0.000001 0.370103 0.5
SMPDL3A 0.000001 0.371277 0.5
SMS 0.000001 0.365998 0.5
SMTN 0.000001 0.384122 0.5
SMTNL1 0.000001 0.360177 0.5
SMUG1 0.000001 0.397075 0.5
SMURF2 0.000001 0.341131 0.5
SMYD2 0.000001 0.377891 0.5
SMYD3 0.000001 0.346811 0.5
SMYD4 0.000001 0.376868 0.5
SMYD5 0.000001 0.350991 0.5
SNAP23 0.000001 0.363567 0.5
SNAPC2 0.000001 0.379886 0.5
SNAPC3 0.000001 0.369883 0.5
SNCA 0.000001 0.366958 0.5
SNED1 0.000001 0.368264 0.5
SNF8 0.000001 0.388246 0.5
SNHG10 0.000001 0.362686 0.5
SNHG4 0.000001 0.374931 0.5
SNHG6 0.000001 0.366845 0.5
SNIP1 0.000001 0.363954 0.5
SNN 0.000001 0.388682 0.5
SNORA10 0.000001 0.376545 0.5
SNORA1 0.000001 0.373526 0.5
SNORA16A 0.000001 0.366558 0.5
SNORA18 0.000001 0.354106 0.5
SNORA21 0.000001 0.361757 0.5
SNORA24 0.000001 0.376529 0.5
SNORA25 0.000001 0.365936 0.5
SNORA26 0.000001 0.383438 0.5
SNORA27 0.000001 0.389663 0.5
SNORA3 0.000001 0.362173 0.5
SNORA31 0.000001 0.369003 0.5
SNORA4 0.000001 0.381456 0.5
SNORA41 0.000001 0.358441 0.5
SNORA45 0.000001 0.351139 0.5
SNORA53 0.000001 0.349705 0.5
SNORA56 0.000001 0.353594 0.5
SNORA57 0.000001 0.370996 0.5
SNORA5C 0.000001 0.370392 0.5
SNORA60 0.000001 0.348520 0.5
SNORA6 0.000001 0.358774 0.5
SNORA61 0.000001 0.366111 0.5
SNORA62 0.000001 0.378669 0.5
SNORA63 0.000001 0.352198 0.5
SNORA64 0.000001 0.370259 0.5
SNORA65 0.000001 0.372505 0.5
SNORA66 0.000001 0.352448 0.5
SNORA70B 0.000001 0.366942 0.5
SNORA75 0.000001 0.361625 0.5
SNORA78 0.000001 0.369928 0.5
SNORA9 0.000001 0.383338 0.5
SNORD100 0.000001 0.353493 0.5
SNORD10 0.000001 0.364060 0.5
SNORD102 0.000001 0.373973 0.5
SNORD110 0.000001 0.348221 0.5
SNORD18C 0.000001 0.357077 0.5
SNORD28 0.000001 0.365606 0.5
SNORD29 0.000001 0.340244 0.5
SNORD30 0.000001 0.360113 0.5
SNORD31 0.000001 0.343403 0.5
SNORD32A 0.000001 0.366115 0.5
SNORD33 0.000001 0.370115 0.5
SNORD34 0.000001 0.374531 0.5
SNORD35B 0.000001 0.364172 0.5
SNORD36A 0.000001 0.382016 0.5
SNORD38A 0.000001 0.373285 0.5
SNORD44 0.000001 0.375271 0.5
SNORD4B 0.000001 0.372722 0.5
SNORD50B 0.000001 0.360116 0.5
SNORD54 0.000001 0.360817 0.5
SNORD56 0.000001 0.374136 0.5
SNORD57 0.000001 0.361818 0.5
SNORD58A 0.000001 0.306620 0.5
SNORD60 0.000001 0.371349 0.5
SNORD65 0.000001 0.373414 0.5
SNORD68 0.000001 0.352380 0.5
SNORD73A 0.000001 0.390550 0.5
SNORD76 0.000001 0.372541 0.5
SNORD81 0.000001 0.343793 0.5
SNORD83A 0.000001 0.354827 0.5
SNORD83B 0.000001 0.365252 0.5
SNORD94 0.000001 0.357703 0.5
SNORD95 0.000001 0.360656 0.5
SNORD96A 0.000001 0.363206 0.5
SNORD99 0.000001 0.377514 0.5
SNRNP25 0.000001 0.395121 0.5
SNRNP27 0.000001 0.369289 0.5
SNRNP35 0.000001 0.344702 0.5
SNRNP40 0.000001 0.358418 0.5
SNRNP48 0.000001 0.348634 0.5
SNRNP70 0.000001 0.344625 0.5
SNRPA1 0.000001 0.366041 0.5
SNRPB 0.000001 0.347812 0.5
SNRPC 0.000001 0.396540 0.5
SNRPD1 0.000001 0.380800 0.5
SNRPD2 0.000001 0.362362 0.5
SNRPD3 0.000001 0.368929 0.5
SNRPE 0.000001 0.375822 0.5
SNRPF 0.000001 0.371621 0.5
SNRPG 0.000001 0.364765 0.5
SNX10 0.000001 0.339615 0.5
SNX1 0.000001 0.388464 0.5
SNX12 0.000001 0.361622 0.5
SNX13 0.000001 0.351091 0.5
SNX16 0.000001 0.382657 0.5
SNX18 0.000001 0.350123 0.5
SNX20 0.000001 0.365644 0.5
SNX2 0.000001 0.368509 0.5
SNX24 0.000001 0.369688 0.5
SNX27 0.000001 0.382839 0.5
SNX30 0.000001 0.367031 0.5
SNX33 0.000001 0.391366 0.5
SNX4 0.000001 0.359451 0.5
SNX5 0.000001 0.354564 0.5
SNX7 0.000001 0.366904 0.5
SNX8 0.000001 0.375368 0.5
SNX9 0.000001 0.353914 0.5
SOCS4 0.000001 0.365780 0.5
SOCS5 0.000001 0.362882 0.5
SOCS6 0.000001 0.347106 0.5
SOCS7 0.000001 0.368867 0.5
SORBS2 0.000001 0.364086 0.5
SORBS3 0.000001 0.356372 0.5
SORL1 0.000001 0.375755 0.5
SOX10 0.000001 0.357715 0.5
SOX12 0.000001 0.344625 0.5
SOX13 0.000001 0.366437 0.5
SOX15 0.000001 0.381794 0.5
SOX30 0.000001 0.367857 0.5
SOX6 0.000001 0.390697 0.5
SOX7 0.000001 0.346607 0.5
SP140 0.000001 0.365895 0.5
SP3 0.000001 0.378241 0.5
SPAG16 0.000001 0.357006 0.5
SPAG4 0.000001 0.373742 0.5
SPAG5 0.000001 0.366767 0.5
SPAG8 0.000001 0.369169 0.5
SPAG9 0.000001 0.345753 0.5
SPAST 0.000001 0.346299 0.5
SPATA1 0.000001 0.378007 0.5
SPATA13 0.000001 0.376681 0.5
SPATA24 0.000001 0.345795 0.5
SPATA6 0.000001 0.332082 0.5
SPATA9 0.000001 0.377756 0.5
SPC24 0.000001 0.370638 0.5
SPC25 0.000001 0.366113 0.5
SPCS2 0.000001 0.359774 0.5
SPCS3 0.000001 0.378263 0.5
SPDYA 0.000001 0.368878 0.5
SPDYC 0.000001 0.397876 0.5
SPDYE1 0.000001 0.363059 0.5
SPDYE3 0.000001 0.371424 0.5
SPDYE5 0.000001 0.365598 0.5
SPECC1L 0.000001 0.353235 0.5
SPESP1 0.000001 0.353267 0.5
SPG20 0.000001 0.384518 0.5
SPHK2 0.000001 0.375590 0.5
SPIB 0.000001 0.359088 0.5
SPIN1 0.000001 0.363467 0.5
SPIN2B 0.000001 0.347109 0.5
SPINK2 0.000001 0.365063 0.5
SPINK8 0.000001 0.371840 0.5
SPINT1 0.000001 0.380561 0.5
SPIRE1 0.000001 0.349074 0.5
SPN 0.000001 0.357933 0.5
SPOCK2 0.000001 0.357255 0.5
SPON2 0.000001 0.370669 0.5
SPOP 0.000001 0.383505 0.5
SPOPL 0.000001 0.346362 0.5
SPPL3 0.000001 0.377262 0.5
SPR 0.000001 0.346398 0.5
SPRED2 0.000001 0.370914 0.5
SPRN 0.000001 0.387462 0.5
SPRY1 0.000001 0.370462 0.5
SPRY2 0.000001 0.357890 0.5
SPSB3 0.000001 0.360539 0.5
SPTA1 0.000001 0.361600 0.5
SPTAN1 0.000001 0.399373 0.5
SPTB 0.000001 0.352517 0.5
SPTBN1 0.000001 0.386380 0.5
SPTBN4 0.000001 0.371447 0.5
SPTBN5 0.000001 0.310974 0.5
SPTLC1 0.000001 0.381861 0.5
SPTY2D1 0.000001 0.372937 0.5
SQLE 0.000001 0.363559 0.5
SRC 0.000001 0.342255 0.5
SRCAP 0.000001 0.365032 0.5
SRD5A1 0.000001 0.369620 0.5
SREBF2 0.000001 0.349039 0.5
SRFBP1 0.000001 0.365917 0.5
SRGAP1 0.000001 0.351592 0.5
SRGAP2 0.000001 0.374814 0.5
SRGAP2P2 0.000001 0.382725 0.5
SRGN 0.000001 0.331541 0.5
SRMS 0.000001 0.332727 0.5
SRP14 0.000001 0.330556 0.5
